Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,return_1d,return_5d,return_10d,return_20d,sma_5,ema_5,close_to_sma_5,sma_10,ema_10,close_to_sma_10,sma_20,ema_20,close_to_sma_20,sma_50,ema_50,close_to_sma_50,sma_200,ema_200,close_to_sma_200,volatility_5d,volatility_10d,volatility_20d,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,volume_sma_5,volume_ratio_5,volume_sma_10,volume_ratio_10,volume_sma_20,volume_ratio_20,day_of_week,day_of_month,month,quarter,sentiment_score_mean,sentiment_score_median,sentiment_score_std,sentiment_score_min,sentiment_score_max,news_count,sentiment_positive_mean,sentiment_negative_mean,sentiment_neutral_mean,sentiment_score_mean_lag_1,sentiment_positive_mean_lag_1,sentiment_negative_mean_lag_1,sentiment_score_mean_lag_3,sentiment_positive_mean_lag_3,sentiment_negative_mean_lag_3,sentiment_score_mean_lag_5,sentiment_positive_mean_lag_5,sentiment_negative_mean_lag_5,sentiment_score_mean_lag_7,sentiment_positive_mean_lag_7,sentiment_negative_mean_lag_7
2014-11-19 00:00:00-05:00,25.592092194307874,25.65859869417466,25.228517915974027,25.421388626098633,167476800,0.0,0.0,AAPL,-0.00692804045805151,0.03074176108661164,0.05793923401273471,,25.3229549407959,25.26444200953599,0.003887132664132986,24.798874282836913,25.01786120490722,0.02510252425823034,,24.83212746385911,,,24.70873716896361,,,24.646544014119883,,0.009709043813026558,0.007633562474470164,,0.0,0.31641302745195077,0.16525470859594532,0.15115831885600545,,,,,,189141120.0,0.8854594918333993,162666640.0,1.0295706605853543,,,2,19,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-20 00:00:00-05:00,25.474590897358752,25.90688898215942,25.46128824687572,25.784957885742188,173582000,0.0,0.0,AAPL,0.014301707313907341,0.030934177964464737,0.07000916240892208,,25.47769546508789,25.438543684697702,0.012060055473829712,24.96758155822754,25.166273972738075,0.03273750505664408,,24.95252926629262,,,24.807154677470702,,,24.73324992552503,,0.009748333990286084,0.008012932081148378,,0.0,0.36616751812575643,0.20543727050190752,0.1607302476238489,,,,,,176239200.0,0.9849227640615709,166037440.0,1.0454389082366002,,,3,20,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21 00:00:00-05:00,26.050988386002167,26.064289344845673,25.722883973085697,25.8204288482666,228717200,0.0,0.0,AAPL,0.001375645548136628,0.020055717736586764,0.0684340964350938,,25.579228591918945,25.566130102998756,0.009429535979980974,25.132963562011717,25.291377408558695,0.027353132652210732,,25.05888866889767,,,24.895216289998903,,,24.81091135142868,,0.009290158457532154,0.008107171211657058,,82.86314507809314,0.4038056999305297,0.24511095638763197,0.15869474354289775,,,,,,186731760.0,1.2248435938267812,175432560.0,1.3037328988415833,,,4,21,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-24 00:00:00-05:00,25.904669295203806,26.330316862712678,25.853681162221257,26.299280166625977,189803200,0.0,0.0,AAPL,0.018545444042519232,0.04070536779588152,0.090048643640803,,25.78495864868164,25.810886083552365,0.019946571369453547,25.350221252441408,25.48233315025201,0.03743789471238501,,25.20685526859551,,,25.011685941929258,,,24.91107302907594,,0.010517470396480587,0.008316615508071728,,85.75142130460802,0.46689149511757577,0.2894670641336208,0.177424430983955,,,,,,187295040.0,1.0133914918408944,183534680.0,1.0341544170289778,,,0,24,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25 00:00:00-05:00,26.396832836341126,26.547583272474423,26.037691643718798,26.070945739746094,275361600,0.0,0.0,AAPL,-0.008682155003224779,0.01844653546193009,0.07201497044028216,,25.8794002532959,25.897660708323013,0.007401465434879961,25.525358581542967,25.593005237160178,0.021374319050609936,,25.307511822424484,,,25.095871517029426,,,24.98489475949559,,0.012292848541856373,0.009977803969954523,,78.92088296118433,0.49278227501310923,0.3301301063095185,0.16265216870359073,,,,,,206988160.0,1.3303253674026572,200093920.0,1.376161754440115,,,1,25,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26 00:00:00-05:00,26.14631309265764,26.4034745207547,26.121926876453646,26.381305694580078,163073200,0.0,0.0,AAPL,0.011904437910774668,0.037760213755434036,0.06966279031189448,,26.071383666992187,26.058984862034258,0.011887440710723451,25.697169303894043,25.740309186834345,0.026623025384448162,,25.429993618197233,,,25.194078657913742,,,25.069242166289538,,0.01103441643841437,0.00982535276977987,,81.12202459824448,0.5322093807298316,0.37054596119358113,0.16166341953625046,,,,,,206107440.0,0.7912048201656379,197624280.0,0.825167838688647,,,2,26,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28 00:00:00-05:00,26.441158028223636,26.46997902049023,26.17069568019702,26.36578369140625,99257600,0.0,0.0,AAPL,-0.0005883713017668102,0.02252576126894623,0.05415675514128959,,26.187548828125,26.161297290911016,0.006806091874082876,25.832622146606447,25.856600406937762,0.020639079601520116,,25.53476166613623,,,25.28038755962569,,,25.143795729117958,,0.010741530592451674,0.009708840138878658,,80.66832812716356,0.5557962766281541,0.40759602428049574,0.14820025234765838,,,,,,191242560.0,0.519014177597288,183740880.0,0.5402042267349542,,,4,28,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01 00:00:00-05:00,26.339181756337563,26.43672661380392,24.667626679845924,25.510055541992188,335256000,0.0,0.0,AAPL,-0.032456010389442014,-0.01202045512482841,0.007794183756709483,,26.125474166870116,25.9441514059471,-0.023556266230694733,25.85235137939453,25.792432635699694,-0.01324041408763954,25.11853895187378,25.53204113168097,0.015586758086070907,,25.296741794691467,,,25.163900346283956,,0.019933233273630366,0.015028918825064738,,60.55967821946664,0.4996789634712684,0.42601261211865027,0.07366635135261812,26.8449023237568,25.11853895187378,23.392175579990763,0.137457307942207,0.6133934478960137,212550320.0,1.577301789053999,199641040.0,1.6792939968655742,180844440.0,1.8538363689809871,0,1,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02 00:00:00-05:00,25.16199899526003,25.66080514274316,24.995730279432323,25.41250991821289,237395600,0.0,0.0,AAPL,-0.0038238107172572366,-0.03371842281593718,0.0056144241777245085,0.05234983656892611,25.9481201171875,25.76690204072633,-0.02064158006652017,25.86653938293457,25.722319089565616,-0.01755277186484494,25.181747055053712,25.519071810942073,0.009163894095777891,,25.30472987170598,,,25.176960023240785,,0.016271496027044224,0.015084934223724398,0.01170725919132481,58.7615134480686,0.44223664313551936,0.4292574183220241,0.012979224813495283,26.85014134857752,25.181747055053712,23.513352761529905,0.1325082243004246,0.569157172274842,222068800.0,1.0690182501999381,204681920.0,1.159826915831159,182257700.0,1.3025271360277233,1,2,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03 00:00:00-05:00,25.66081716257731,25.793831859270586,25.51893459392133,25.700721740722656,172253600,0.0,0.0,AAPL,0.011341336351164966,-0.014200635554966423,0.003983947379617048,0.07212435152357388,25.87407531738281,25.74483899184016,-0.006699894567582576,25.876737785339355,25.718344212738742,-0.0068020956148662215,25.268194484710694,25.538523116743495,0.017117457928134794,,25.331263275556147,,,25.203349980849293,,0.018038762544585096,0.014944170050362452,0.011617032764473161,62.32134915196355,0.41518349887739703,0.42644263443309866,-0.011259135555701627,26.849509554975253,25.268194484710694,23.686879414446135,0.125162490040306,0.6367618838728955,201447200.0,0.8550806365141834,204217680.0,0.8434803490079801,182555500.0,0.9435683942691401,2,3,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04 00:00:00-05:00,25.66524761558152,25.982266817334185,25.558836545710864,25.603174209594727,168178000,0.0,0.0,AAPL,-0.00379551718866189,-0.02949556379027951,0.007150891171596507,0.06550444234132202,25.71844902038574,25.697613189713262,-0.0044821836145578775,25.894916343688966,25.697194876758257,-0.011266386429757302,25.34689531326294,25.545365008353787,0.010110859462842514,,25.348990033150667,,,25.222712373419075,,0.0161201106230253,0.014803357461985623,0.01173140647409983,60.42027478503339,0.3814750101649338,0.41744910957946574,-0.035974099414531946,26.82164918182688,25.34689531326294,23.872141444699,0.11636564165649631,0.5868887011570753,202468160.0,0.8306392471784205,204287800.0,0.8232405459356849,183477220.0,0.916615152551363,3,4,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05 00:00:00-05:00,25.714013516568986,25.733966644200162,25.414730133085623,25.494539260864258,153275600,0.0,0.0,AAPL,-0.00424302658104625,-0.033044511050356884,-0.011263102548579984,0.05795753948479021,25.544200134277343,25.62991785877818,-0.001944115421584347,25.86587448120117,25.660047569773905,-0.014356182722791488,25.416728019714355,25.540042588059514,0.0030614184913788645,,25.358238605022265,,,25.23538846702348,,0.015902455724330734,0.014069095140423005,0.011850532499996827,58.2878284987515,0.3420518962018555,0.4023696669039437,-0.060317770702088214,26.769698263690945,25.416728019714355,24.063757775737766,0.10646297532295776,0.5287557104438613,213271760.0,0.7186868059793758,202257160.0,0.7578253348361067,184147300.0,0.8323532302672915,4,5,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-08 00:00:00-05:00,25.295023263637077,25.416954378232496,24.745228781071425,24.918148040771484,230659600,0.0,0.0,AAPL,-0.022608418775293182,-0.023202909152681417,-0.034944454749274656,0.031098249499635466,25.425818634033202,25.39265185653735,-0.019966735410524294,25.77564640045166,25.524257010137617,-0.033267773244482046,25.45430498123169,25.475530062759553,-0.021063507365670864,,25.33093825237848,,,25.221118081953765,,0.0120395503765998,0.015574862555353718,0.013150801757452955,48.50593816115359,0.2612868874062677,0.3741531110044085,-0.1128662235981408,26.698453701601462,25.45430498123169,24.21015626086192,0.09775546582687088,0.2845285970712347,192352480.0,1.1991506426119383,202451400.0,1.1393331930527524,188941980.0,1.2207959289936519,0,8,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09 00:00:00-05:00,24.428212779999516,25.339365944634245,24.241990843396902,25.299461364746094,240832000,0.0,0.0,AAPL,0.015302634985180141,-0.004448539472513002,-0.038016964553602595,0.04860830299380803,25.403208923339843,25.36158753913155,-0.004084033592245406,25.675664520263673,25.48316229192466,-0.014652129265074088,25.51294288635254,25.45741938627886,-0.008367577294293382,,25.32902919181881,,,25.224522907738113,,0.015026157067032487,0.015092522715029543,0.013471677256052876,54.005183683616345,0.22544998741446776,0.34441248628642035,-0.1189624988719526,26.593414111579687,25.51294288635254,24.432471661125394,0.0846998505848665,0.4012090666451729,193039760.0,1.2475771830632196,207554280.0,1.1603326127507465,195544480.0,1.2315970259042852,1,9,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10 00:00:00-05:00,25.363745270410657,25.46128845697611,24.727489556227916,24.818382263183594,178261200,0.0,0.0,AAPL,-0.019015389087803536,-0.03433131125422828,-0.04804442036994927,0.020510632557570574,25.22674102783203,25.18051592678393,-0.016187535448907386,25.550408172607423,25.361754689054223,-0.028650262824710282,25.537883377075197,25.392184427040213,-0.028173874211418926,,25.298708551141388,,,25.20744420571628,,0.015026538680324282,0.01580358197905074,0.014220960454269417,47.16201142114937,0.15642673302372145,0.3068153356338806,-0.15038860261015913,26.521012294241423,25.537883377075197,24.55475445990897,0.07699376668379336,0.13407590737667693,194241280.0,0.9177307727790921,197844240.0,0.9010178916505227,198969080.0,0.8959241305231949,2,10,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11 00:00:00-05:00,24.887108446123896,25.22851383595588,24.683150815279017,24.74522590637207,165606800,0.0,0.0,AAPL,-0.002947668225742772,-0.033509450671985075,-0.062016634322391906,0.003325904196852525,25.0551513671875,25.035417550734213,-0.012369730131477463,25.38680019378662,25.24925026055152,-0.025271963481698356,25.54198474884033,25.326589828520223,-0.031194084966495672,,25.26649394382537,,,25.188611905711223,,0.01507464117783838,0.0147202290098499,0.013907459232947757,46.2032407830423,0.09473020914829533,0.26439831033676353,-0.1696681011884682,26.51032271484839,25.54198474884033,24.573646782832274,0.07582323578452708,0.0885946485435896,193727040.0,0.8548460762111474,198097600.0,0.8359858978604486,197860940.0,0.8369858143805442,3,11,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12 00:00:00-05:00,24.488057316605346,24.800643327654946,24.29296929054376,24.326223373413086,224112400,0.0,0.0,AAPL,-0.016932661457379927,-0.04582612282170606,-0.07735633205008596,-0.027388944842261176,24.821488189697266,24.799017642355185,-0.019953066975643807,25.182844161987305,25.08092739964964,-0.03401604612505449,25.507733154296876,25.225783555450082,-0.046319669950160236,,25.21278672015274,,,25.154524989097713,,0.015615571262276926,0.014923602957130019,0.014011921276335632,41.05522251908702,0.011888226740353502,0.21389629361748153,-0.20200806687712802,26.596132363138732,25.507733154296876,24.41933394545502,0.08533876391587636,-0.04277409028118012,207894400.0,1.0780107593085722,210583080.0,1.0642469470956546,197161980.0,1.1366917698838286,4,12,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-15 00:00:00-05:00,24.541267501770864,24.74079034556031,23.57690906339065,23.993690490722656,268872400,0.0,0.0,AAPL,-0.013669729065049485,-0.03709976955495309,-0.059441856125065584,-0.05211097311783475,24.6365966796875,24.530573858517826,-0.026095576321826575,25.031207656860353,24.882766554470713,-0.04144894566656443,25.44177951812744,25.102309310529186,-0.05691775712359315,,25.144378016518353,,,25.109959705550605,,0.014144941499089752,0.01247261802990284,0.01390235461229251,37.485506593356845,-0.07967877834362724,0.15518127922525976,-0.234860057568887,26.72275161993578,25.44177951812744,24.1608074163191,0.10069831010803629,-0.06523050945470402,215536960.0,1.2474538009629532,203944720.0,1.3183592102801192,201792880.0,1.3324176749942813,0,15,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16 00:00:00-05:00,23.58134044224543,24.42155196389404,23.556954226446088,23.66558265686035,243162800,0.0,0.0,AAPL,-0.01367475478560376,-0.06458156101941737,-0.06874280686853895,-0.06351433396774175,24.309820938110352,24.242242455514887,-0.02650115288344357,24.856514930725098,24.661019631288234,-0.04791227882041649,25.361527156829833,24.95904074259602,-0.06687075622387217,,25.062775452270593,,,25.056042449276987,,0.006190644486814796,0.01266572342938361,0.014118439909815747,34.3150850400212,-0.17668513342301395,0.08880799669560502,-0.26549313011861897,26.868772780586404,25.361527156829833,23.854281533073262,0.11886079370821101,-0.0625972546341215,216003120.0,1.1257374430517486,204521440.0,1.1889354974226662,204601680.0,1.188469224690628,1,16,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17 00:00:00-05:00,23.74761862985712,24.350618712249414,23.681110434578297,24.255292892456055,213647200,0.0,0.0,AAPL,0.024918475245094163,-0.022688399459574904,-0.05624078821009637,-0.052480901171296446,24.197203063964842,24.246592611244825,0.002400683597094,24.711972045898438,24.587130969927763,-0.018480077291855856,25.294354915618896,24.889176930257438,-0.04107881092951837,,25.018917367503747,,,25.02694778823558,,0.017253115994857952,0.015305757442361363,0.015058525212718662,43.55532690401211,-0.20363134572061625,0.03032012821236077,-0.23395147393297702,26.875043819880844,25.294354915618896,23.71366601135695,0.12498353166428411,0.17132621088145145,223080320.0,0.9577142439099962,208660800.0,1.0238971574919677,206439240.0,1.0349156487884765,2,17,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18 00:00:00-05:00,24.800652512033878,24.97357177734375,24.53240574259503,24.97357177734375,236024800,0.0,0.0,AAPL,0.029613284328184664,0.009227875786451456,-0.024590795934007037,-0.017615750867957525,24.24287223815918,24.488919374391017,0.0301407989947009,24.64901180267334,24.657486549331264,0.013167261116537432,25.271964073181152,24.897521460984926,-0.0118072459652655,,25.016491074695615,,,25.025058262461123,,0.02311612548463179,0.018967664737872054,0.01663768767814694,52.348290922190365,-0.16512386487190867,-0.008768670404493119,-0.15635519446741555,26.85775492479013,25.271964073181152,23.686173221572176,0.12549802991306344,0.4059168819347623,237163920.0,0.9951969085348227,215445480.0,1.095519850312014,209866640.0,1.1246418201577917,3,18,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19 00:00:00-05:00,24.887103877817854,25.104360736957098,24.754089232638503,24.780691146850586,353719200,0.0,0.0,AAPL,-0.007723389838378947,0.01868221657185809,-0.02800003980105159,-0.03894777502998803,24.33376579284668,24.58617673206645,0.018366468955466342,24.577626991271973,24.67991179881487,0.00826215466817537,25.221750736236572,24.886011735652435,-0.01748727096697167,,25.00405196655989,,,25.016622293623467,,0.02153845170998318,0.019038552103003856,0.016314286701555096,50.091672809580636,-0.14845892174064446,-0.03670672067172339,-0.11175220106892106,26.80273902283716,25.221750736236572,23.640762449635986,0.12536705347176003,0.3605114303742424,263085280.0,1.3445039570438908,235489840.0,1.5020571588141551,218873500.0,1.6160896590953222,4,19,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
