Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,119.57339477539062,119.58187802500261,118.0224731150034,118.47164566381805,10803700
2020-01-03,117.99542999267578,118.75454422901196,116.92073288729647,117.27896525575625,10386800
2020-01-06,117.90159606933594,117.93572087182815,116.42601722411898,116.47719141305848,10259000
2020-01-07,115.89722442626953,117.58603809238292,115.84605022650875,117.09133247002616,10531300
2020-01-08,116.80135345458984,117.3472333551911,115.65841944626904,115.74370545319843,9695300
2020-01-09,117.2278060913086,117.90162141519652,116.8866230670349,117.74809881537456,9469000
2020-01-10,116.05927276611328,117.06573329708245,115.83750057028601,117.03162150569376,10190900
2020-01-13,117.0230712890625,117.0230712890625,115.79483869354226,116.16160873947067,12355200
2020-01-14,118.38780212402344,120.05955338804928,117.44104038247764,117.65427489170145,24906000
2020-01-15,116.61367797851562,118.21720549493533,116.12749709818824,117.57750203016793,16293400
2020-01-16,117.06576538085938,117.62016999277071,116.71605760298114,117.23635041415488,10783800
2020-01-17,117.87601470947266,117.9527759966163,117.12543821051356,117.31307257415375,14697700
2020-01-21,116.71601867675781,117.76514166049718,116.58808319815519,117.01455214656322,8474200
2020-01-22,116.57955932617188,117.19367572595091,116.3236883385981,117.05721553751191,7549100
2020-01-23,116.46013641357422,116.63073440728017,114.90779618628719,115.75220940185298,9345700
2020-01-24,113.56867218017578,116.36630735248336,112.86074520112639,116.31513316265318,15166400
2020-01-27,112.6133804321289,113.38955697945326,110.63457143811776,111.11221453961016,12860500
2020-01-28,114.66043090820312,115.12102464344335,112.99720467494446,113.30426282683828,13062800
2020-01-29,114.48985290527344,115.60719949369245,114.02927215680442,114.98455845869555,9326000
2020-01-30,115.90571594238281,116.11042569762772,113.1763176131066,113.1763176131066,9048900
2020-01-31,112.89484405517578,115.00160139380912,112.13572995846805,114.71160567479664,12785200
2020-02-03,113.75633239746094,114.4983972781852,113.15075372969345,113.15075372969345,10021100
2020-02-04,115.39396667480469,116.51132629409986,115.21485699802298,115.61573886579149,9157100
2020-02-05,117.35572814941406,117.47513894053233,116.00808464119365,116.4857408204668,10150700
2020-02-06,117.37279510498047,117.95278668010846,116.94632611804498,117.9101501932554,8992300
2020-02-07,116.99749755859375,117.42396653548509,116.25544570353892,116.62220277656132,6379800
2020-02-10,117.48368072509766,117.57750442243119,116.63926744909593,116.80985244021127,5960700
2020-02-11,117.7054443359375,118.40485974503817,117.51779693421786,117.92720353124204,6578600
2020-02-12,117.7054443359375,118.80572863256532,117.53485933841084,118.21721234331852,7958000
2020-02-13,117.60308074951172,117.99542489166355,116.34072329831172,117.49219465878214,7447500
2020-02-14,117.24484252929688,117.86748351534406,116.80131120337344,117.5689500620728,6627600
2020-02-18,115.69248962402344,117.45807722323059,115.189259415333,117.14248136820203,8996400
2020-02-19,117.2704086303711,118.03804735165117,116.28952247007278,116.77570320440086,7071200
