Date,close,high,low,open,volume,returns,log_returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi,stoch,williams_r,macd,macd_signal,macd_diff,bb_high,bb_low,bb_mid,bb_width,volume_sma_20,volume_ratio,obv,atr,volatility_5,volatility_10,volatility_20,adx,cci,price_position,close_lag_1,returns_lag_1,close_lag_2,returns_lag_2,close_lag_3,returns_lag_3,close_lag_5,returns_lag_5,sentiment_mean,sentiment_median,sentiment_std,sentiment_min,sentiment_max,article_count,positive_ratio
2024-02-21,421.5031127929688,421.5922709450824,417.561536668885,420.4533435538116,49779000,-0.0040017142477626,-0.0040097425313117,426.09437866210936,424.7653221679346,427.52939758300784,425.3430196217833,424.3795928955078,422.7756051546373,411.3645660400391,413.3791224019076,51.42361308155718,36.56818674130437,-63.43181325869563,4.338371366074455,5.58519652803909,-1.2468251619646349,433.7211130517656,415.0380727392501,424.3795928955078,4.402436079699917,44893405.0,1.108826563723558,463026000,5.312537725172357,0.0082724344447636,0.009103025543631,0.0096694262774994,26.452181654994224,-74.47553327975137,0.9778804192730084,423.1966247558594,-0.0075481779712206,426.415283203125,-0.0090676058205889,430.3172302246094,0.0029777851847789,424.4147338867188,-0.0155970205774949,,,0.0,,,0.0,
2024-02-22,433.8428649902344,434.8827209600342,429.5249209528767,430.2973931592393,53887800,0.0292755897234062,0.0288552438542256,427.0550231933594,427.7911697753679,428.13152770996095,426.8884460524107,424.9856872558594,423.82962990088464,412.2932672119141,414.1816221112538,62.87085695479416,93.88902349380244,-6.110976506197572,4.718613456782975,5.411879913787868,-0.6932664570048921,435.099620922829,414.87175358888976,424.9856872558594,4.759658487454237,45240395.0,1.1911434460287096,516913800,5.88875704245043,0.0157643491388254,0.0128110827547859,0.0116088970083115,26.237712239830845,135.43618600124097,0.8059173600188019,421.5031127929688,-0.0040017142477626,423.1966247558594,-0.0075481779712206,426.415283203125,-0.0090676058205889,429.0396423339844,0.0108971439443477,,,0.0,,,0.0,
2024-02-23,432.56536865234375,436.3386023239945,431.5849311508751,435.4076702672671,39853900,-0.0029446060797135,-0.0029489499616391,427.5046508789063,429.38256940102656,428.5266815185547,427.920613797853,425.5021545410156,424.6616050200713,413.1302319335937,414.9025533481592,61.26132349318224,79.90509411344571,-20.094905886554283,4.860842014209766,5.301672333872248,-0.4408303196624823,436.0474323300506,414.95687675198064,425.5021545410156,4.956627211634236,45014730.0,0.8853524168644352,477059900,5.807679480355357,0.0159249196072676,0.0128848511883102,0.0116511117300778,26.20058010693877,126.45976585967396,0.206248490007494,433.8428649902344,0.0292755897234062,421.5031127929688,-0.0040017142477626,423.1966247558594,-0.0075481779712206,430.3172302246094,0.0029777851847789,,,0.0,,,0.0,
2024-02-26,432.3375549316406,434.3677918546279,432.1493858943125,433.3774412257861,33043200,-0.0005266573267593,-0.0005267960594411,428.68910522460936,430.367564577898,428.477163696289,428.7236940039962,426.1330093383789,425.39264786879215,413.9004052734375,415.5862789004526,60.96160611347215,78.69183893882192,-21.308161061178087,4.898707259383059,5.221079318974411,-0.3223720595913519,436.7287590308068,415.537259645951,426.1330093383789,4.972977666705061,44810040.0,0.7374061705814143,444016700,5.551302800352503,0.0149863200609183,0.0125050611149096,0.011536432577917,26.16610026925327,105.08843918263932,0.0848217326701049,432.56536865234375,-0.0029446060797135,433.8428649902344,0.0292755897234062,421.5031127929688,-0.0040017142477626,426.415283203125,-0.0090676058205889,,,0.0,,,0.0,
2024-02-27,433.3774108886719,433.7636318908706,430.8322026971725,433.4467426813821,33713200,0.0024051946104837,0.0024023067595619,430.7252624511719,431.3708466814893,428.7009826660157,429.56982434666446,426.6009490966797,426.1531014897331,414.59120788574216,416.283970350971,61.8784060891954,84.22974340233584,-15.770256597664153,4.9554995106138335,5.167963357302296,-0.212463846688462,437.6007754483512,415.6011227450082,426.6009490966797,5.15696290641803,44560965.0,0.7565635079940481,477729900,5.364168971305763,0.0138798714308244,0.012447399383586,0.0113572451364398,25.86331015732345,90.7340709331629,0.8682482240690498,432.3375549316406,-0.0005266573267593,432.56536865234375,-0.0029446060797135,433.8428649902344,0.0292755897234062,423.1966247558594,-0.0075481779712206,,,0.0,,,0.0,
2024-02-28,431.0698547363281,432.45636962600565,430.1092135346453,431.2283144443798,32938800,-0.005324587978898,-0.0053388141188306,432.63861083984375,431.27051603310224,429.3664947509766,429.84255714478513,427.09463653564455,426.6213637036945,415.2427734375,416.8638089543184,58.59011124645328,71.94051677487377,-28.059483225126225,4.759443381783058,5.086259362198448,-0.3268159804153905,437.9653783809712,416.2238946903179,427.09463653564455,5.09055413737064,44370955.0,0.742350485807664,444791100,5.21445671292868,0.0141014218574352,0.011337802877578,0.0113128570158545,25.429635158253003,64.27060487555768,0.4092787885637152,433.3774108886719,0.0024051946104837,432.3375549316406,-0.0005266573267593,432.56536865234375,-0.0029446060797135,421.5031127929688,-0.0040017142477626,,,0.0,,,0.0,
2024-02-29,434.763916015625,435.8433945493471,430.82230972359486,434.001356929354,42495200,0.0085695189276373,0.008533009033521,432.82282104492185,432.4349826939432,429.9389221191406,430.737349666756,428.1855072021484,427.3968448762593,415.9296942138672,417.5657739371147,62.06549345141942,91.61377854616482,-8.386221453835175,4.846282432679629,5.038263976294685,-0.1919815436150553,437.4127854727944,418.9582289315024,428.1855072021484,4.309944225314371,43295185.0,0.9815225411324608,487286300,5.2006444352732215,0.0053752078508379,0.0111483619403409,0.010293407811055,25.492016633194783,98.27456510701172,0.7850108948042128,431.0698547363281,-0.005324587978898,433.3774108886719,0.0024051946104837,432.3375549316406,-0.0005266573267593,433.8428649902344,0.0292755897234062,,,0.0,,,0.0,
2024-03-01,441.3100891113281,442.2707303429398,435.5957773824606,435.6551959969438,43853000,0.0150568454615442,0.0149446163063396,434.57176513671874,435.39335149973823,431.0382080078125,432.65966592940543,429.3605560302734,428.72191575578967,416.6970977783203,418.4969235517898,67.30247935247803,96.1122113320096,-3.887788667990399,5.381292278678302,5.106869636771409,0.2744226419068933,438.9801569652336,419.7409550953132,429.3605560302734,4.480896439998993,42937405.0,1.0213239481985463,531139300,5.365370856133336,0.0079547125018036,0.0119649997605766,0.0104715065510618,26.2989677597898,176.82582792184334,0.8560826964047487,434.763916015625,0.0085695189276373,431.0698547363281,-0.005324587978898,433.3774108886719,0.0024051946104837,432.56536865234375,-0.0029446060797135,,,0.0,,,0.0,
2024-03-04,439.7354736328125,441.736001238101,439.48788597656215,441.3101274997924,34325700,-0.0035680477681496,-0.0035744284327865,436.0513488769531,436.8407255440964,432.3702270507813,433.946176420934,430.1038131713867,429.7708260297919,417.3918310546875,419.3298078686927,64.9787268104009,89.73962184452257,-10.260378155477422,5.613523917243754,5.208200492865878,0.405323424377876,440.4875675975923,419.7200587451811,430.1038131713867,4.828487499164721,41673570.0,0.8236803326424877,496813600,5.142709742233729,0.0084891677299258,0.0114864899320352,0.0100100753998353,27.048279520199458,163.14355437531373,0.1101312110082201,441.3100891113281,0.0150568454615442,434.763916015625,0.0085695189276373,431.0698547363281,-0.005324587978898,432.3375549316406,-0.0005266573267593,,,0.0,,,0.0,
2024-03-05,431.8423461914063,436.69508807559725,429.4655109107802,436.6851748986833,57917100,-0.0179497173066303,-0.0181127675665033,435.7443359375,435.1745990931997,433.234799194336,433.5636618337471,430.48014373779296,429.96811366423134,418.04906494140624,419.820495646054,54.77021288712907,57.79553032325958,-42.20446967674042,5.101848807776946,5.186930155848091,-0.0850813480711449,440.53797583596827,420.4223116396177,430.48014373779296,4.672843681404071,42574965.0,1.3603557865520266,438896500,5.508942097933626,0.0128583755456773,0.0129407241148388,0.010928783634078,25.74439137258222,39.55074044553731,0.3287654625446368,439.7354736328125,-0.0035680477681496,441.3100891113281,0.0150568454615442,434.763916015625,0.0085695189276373,433.3774108886719,0.0024051946104837,,,0.0,,,0.0,
