Price,Close,High,Low,Open,Volume
Ticker,DIA,DIA,DIA,DIA,DIA
Date,,,,,
2023-12-08,351.5346984863281,352.0768293950097,349.8502224160617,350.2181032920782,2930400
2023-12-11,353.0545654296875,353.22881543792204,351.41848252768455,351.999345432381,3673200
2023-12-12,354.7196960449219,354.98107106172813,352.8028572899309,353.7516010352342,3239600
2023-12-13,359.87969970703125,359.87969970703125,354.3228427206043,354.9037057486026,4304800
2023-12-14,361.4189147949219,361.7480931130982,359.4149804793967,360.8187005863354,5507000
2023-12-15,361.5480041503906,362.28541125742953,360.28664832993,360.68445850030696,6948400
2023-12-18,361.8875732421875,362.7510892158426,361.67411486499446,362.1883514632343,3403200
2023-12-19,364.3326721191406,364.3908853570716,362.0234483145822,362.1398747904442,3749200
2023-12-20,359.77239990234375,365.1476486491125,359.58804813162527,363.5273310138318,4564700
2023-12-21,362.76080322265625,363.00336821575905,360.1216949132987,361.8002553251643,3837500
2023-12-22,362.6831359863281,364.1482378992532,361.49941773303374,362.52792046030646,3330700
2023-12-26,364.1870422363281,364.9050250533218,362.469663343816,362.56669525124295,2217800
2023-12-27,365.3611145019531,365.58428496843226,363.6049462165772,363.9445431490503,3061200
2023-12-28,365.8171081542969,366.457483275178,365.32226610407423,365.32226610407423,2620400
2023-12-29,365.66192626953125,366.2343761864793,364.10950415730497,365.73956366063646,3364400
2024-01-02,365.8753356933594,366.58363614491344,363.65343202778666,363.65343202778666,5776300
2024-01-03,363.0809631347656,364.9341631696793,362.78018492276226,364.40053204773363,6393600
2024-01-04,363.4011535644531,366.00144300671275,363.2653029647915,363.69221969232456,4251900
2024-01-05,363.4981689453125,365.0602731104827,362.11067483894146,363.29439305508765,5381700
2024-01-08,365.6327209472656,365.75885946626863,361.39269010990495,362.29502467049133,4604900
2024-01-09,364.0221252441406,364.42964745635805,362.63466060561103,363.6534217211783,3230900
2024-01-10,365.739501953125,366.2440264702299,364.1288668743104,364.3811143278709,2718700
2024-01-11,365.9529113769531,366.87464044510125,363.119739658375,366.535043584213,4095700
2024-01-12,364.73040771484375,367.0008123597205,363.5855081230652,366.2537228857598,3816700
2024-01-16,362.54736328125,364.3617447843295,360.97554678360865,363.8184015409469,4471600
2024-01-17,361.6352844238281,362.6346509732145,360.29632097494505,360.6941311017859,4361000
2024-01-18,363.66314697265625,364.16767151131546,360.31573814024665,361.15988920971296,3953400
2024-01-19,367.5492248535156,368.2967390124125,363.53005118636213,364.81152942459784,5218600
2024-01-22,368.9764404296875,369.95694018149845,368.0153166210004,368.60752721290095,5433400
2024-01-23,367.9764099121094,368.76276487973695,366.9473520624531,368.28704708472543,3110100
2024-01-24,367.0541687011719,369.51032096054,366.90855288081804,369.1122846336928,3967200
2024-01-25,369.37445068359375,369.4521025847175,366.8891750721218,368.0056026150622,3539100
2024-01-26,369.9665832519531,370.9762355955335,368.8598734513591,368.88899661382686,3221000
2024-01-29,372.121826171875,372.2189132661475,369.43268845877367,369.87925354024134,2730900
2024-01-30,373.2673645019531,373.71395919546313,371.3257411880436,371.6461256258582,2747900
2024-01-31,370.2384033203125,374.5585266529855,370.20928015831595,373.96631618996446,4476600
2024-02-01,373.859619140625,373.9081478784717,369.85016178392436,370.2676037352434,3652500
2024-02-02,375.1410827636719,376.4613724991912,372.05387893748207,372.78198773696425,3344800
2024-02-05,372.38385009765625,374.72350929224945,370.9664736489785,374.72350929224945,3761600
2024-02-06,373.840087890625,374.1216315275397,372.30621872152204,372.7139725965991,2507800
2024-02-07,375.3838195800781,376.14105161481666,374.39357256223315,375.1119934554752,2797600
2024-02-08,376.04388427734375,376.3448335072734,374.257594464374,376.16037693063015,2549800
2024-02-09,375.4323425292969,376.18957455235505,374.5003714917234,375.8886252628592,3526300
2024-02-12,376.78173828125,378.04381134644467,375.1604992316577,375.20902796897053,2412200
2024-02-13,371.64605712890625,373.9177524322727,369.3549266348176,373.83038295446806,5325300
2024-02-14,373.0732727050781,373.3256636253404,370.9180693367861,372.79172898923673,3465200
2024-02-15,376.91766357421875,376.99531547875364,373.64603270280384,373.9469819764648,3497200
2024-02-16,375.5096130371094,377.5126397369067,375.03317386950033,376.46252104591787,3772300
2024-02-20,375.0235595703125,375.8792274940403,373.90536930918637,374.8485446787136,3295700
2024-02-21,375.3735656738281,375.490271934465,372.7190842978977,374.3137137767602,3027600
2024-02-22,379.7394104003906,380.6436836186292,377.18213974515,377.6196769441697,4990700
2024-02-23,380.4588623046875,381.97571698213665,380.1088326130879,380.93530149833987,3451600
2024-02-26,379.9046630859375,381.55766039565293,379.4476600419759,380.6242181026914,1914100
2024-02-27,378.8837585449219,379.6519190026787,377.9989214958297,379.56438188557814,2370900
2024-02-28,378.8253479003906,378.9614606730872,376.8806592866038,377.21125279011636,3313900
2024-02-29,379.16571044921875,380.2936038398585,377.7071938499889,379.885235809288,3026900
2024-03-01,380.4881591796875,380.7798506872779,378.12536894739935,379.0685443867443,3857500
2024-03-04,379.43804931640625,380.42983013996104,378.5823813085067,378.5823813085067,3048500
2024-03-05,375.5096130371094,378.52388602445956,374.27474657223325,378.23216495714735,4132400
2024-03-06,376.4722900390625,378.3683734500665,375.45134030919615,377.7460588033549,3039100
2024-03-07,377.70721435546875,378.94208112736214,377.1043358692364,378.3100631681033,2965700
