Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-01 00:00:00-04:00,482.30855818505677,486.0699573116427,479.6446283596297,480.5824890136719,43316500,0.0,0.0,0.0
2025-05-02 00:00:00-04:00,485.4314565899748,489.7914949378418,483.7253307988606,487.7162170410156,39218100,0.0,0.0,0.0
2025-05-05 00:00:00-04:00,483.49585870590107,487.9157577687587,482.99699794174893,484.82281494140625,28309500,0.0,0.0,0.0
2025-05-06 00:00:00-04:00,478.467349889628,483.9448315222372,477.1004762212246,480.3131408691406,32786300,0.0,0.0,0.0
2025-05-07 00:00:00-04:00,480.9816004896274,484.69312594348264,475.6936883542095,482.1988220214844,38006300,0.0,0.0,0.0
2025-05-08 00:00:00-04:00,487.4169031432312,491.57741536579834,483.06685184010024,487.1774597167969,39577600,0.0,0.0,0.0
2025-05-09 00:00:00-04:00,489.09307133776764,490.4200580470196,485.09222863644607,486.8581848144531,27767400,0.0,0.0,0.0
2025-05-12 00:00:00-04:00,505.83481476868576,506.73278847929913,500.3373899950198,506.69287109375,45090600,0.0,0.0,0.0
2025-05-13 00:00:00-04:00,507.99985019165166,516.211108574203,507.2615460721175,514.4152221679688,53269600,0.0,0.0,0.0
2025-05-14 00:00:00-04:00,515.5926085268512,518.0469646789172,514.5749130124277,517.4982299804688,47014500,0.0,0.0,0.0
2025-05-15 00:00:00-04:00,515.34313429326,520.740780872913,513.9961737159014,518.06689453125,50153300,0.0,0.0,0.0
2025-05-16 00:00:00-04:00,519.4736774852381,520.5113468748441,515.9217911890203,520.32177734375,48394600,0.0,0.0,0.0
2025-05-19 00:00:00-04:00,513.0683621458206,521.3395134461759,513.0683621458206,520.8206787109375,52536200,0.0,0.0,0.0
2025-05-20 00:00:00-04:00,518.2864297349452,519.7431252481014,515.4828343697768,519.0846557617188,42517600,0.0,0.0,0.0
2025-05-21 00:00:00-04:00,515.0937453813776,521.8083922034795,510.0751765474603,511.8710632324219,71292800,0.0,0.0,0.0
2025-05-22 00:00:00-04:00,512.4896663081278,516.5304876315237,511.1327795047052,512.8289184570312,55607200,0.0,0.0,0.0
2025-05-23 00:00:00-04:00,505.0266864096977,510.6737940312997,504.428047390636,508.0797119140625,58368100,0.0,0.0,0.0
2025-05-27 00:00:00-04:00,514.9740148753984,520.5213443920381,513.4175716555094,520.0324096679688,47226300,0.0,0.0,0.0
2025-05-28 00:00:00-04:00,520.9902300780834,522.4868123985062,517.2088873377407,517.7276611328125,46637200,0.0,0.0,0.0
2025-05-29 00:00:00-04:00,525.1308036452639,525.2804253410164,516.1413226819035,518.745361328125,58513300,0.0,0.0,0.0
2025-05-30 00:00:00-04:00,518.2565112732493,519.4936763161024,510.7636123003792,517.92724609375,67662800,0.0,0.0,0.0
2025-06-02 00:00:00-04:00,516.0615146714447,522.2573877784328,514.7943887427975,522.0179443359375,44762800,0.0,0.0,0.0
2025-06-03 00:00:00-04:00,522.3671028482407,527.5352932742484,521.4990899538703,526.0985717773438,44070300,0.0,0.0,0.0
2025-06-04 00:00:00-04:00,526.8069684561985,528.6328159543389,524.7715775087336,527.5652465820312,41359300,0.0,0.0,0.0
2025-06-05 00:00:00-04:00,528.9720333839703,531.8354895194587,521.4691474254556,523.5942993164062,61031200,0.0,0.0,0.0
2025-06-06 00:00:00-04:00,528.7924202239315,530.5883068303796,527.0065205763339,528.7125854492188,42467000,0.0,0.0,0.0
2025-06-09 00:00:00-04:00,528.9321230881146,531.1370487649452,527.8046928522319,529.4908447265625,33688700,0.0,0.0,0.0
2025-06-10 00:00:00-04:00,529.9597463571823,533.6812892020579,527.6849728561217,532.9928588867188,40664800,0.0,0.0,0.0
2025-06-11 00:00:00-04:00,534.3996074866686,535.5569985772692,528.9021520465418,531.1968994140625,53701000,0.0,0.0,0.0
2025-06-12 00:00:00-04:00,529.8800008275191,533.4219003917297,529.6305704230522,532.444091796875,34104900,0.0,0.0,0.0
2025-06-13 00:00:00-04:00,526.4777297402487,530.6581857051825,524.5321604293532,525.7593994140625,55814400,0.0,0.0,0.0
2025-06-16 00:00:00-04:00,529.2912890357304,534.1501881746067,529.2414151368115,533.0726318359375,37622100,0.0,0.0,0.0
2025-06-17 00:00:00-04:00,530.4985241525759,532.114828121446,526.7071337109421,527.87451171875,42180900,0.0,0.0,0.0
2025-06-18 00:00:00-04:00,528.8921241797174,531.3365539479147,526.1983249413829,527.78466796875,43983500,0.0,0.0,0.0
