Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,return_1d,return_5d,return_10d,return_20d,sma_5,ema_5,close_to_sma_5,sma_10,ema_10,close_to_sma_10,sma_20,ema_20,close_to_sma_20,sma_50,ema_50,close_to_sma_50,sma_200,ema_200,close_to_sma_200,volatility_5d,volatility_10d,volatility_20d,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,volume_sma_5,volume_ratio_5,volume_sma_10,volume_ratio_10,volume_sma_20,volume_ratio_20,day_of_week,day_of_month,month,quarter,sentiment_score_mean,sentiment_score_median,sentiment_score_std,sentiment_score_min,sentiment_score_max,news_count,sentiment_positive_mean,sentiment_negative_mean,sentiment_neutral_mean,sentiment_score_mean_lag_1,sentiment_positive_mean_lag_1,sentiment_negative_mean_lag_1,sentiment_score_mean_lag_3,sentiment_positive_mean_lag_3,sentiment_negative_mean_lag_3,sentiment_score_mean_lag_5,sentiment_positive_mean_lag_5,sentiment_negative_mean_lag_5,sentiment_score_mean_lag_7,sentiment_positive_mean_lag_7,sentiment_negative_mean_lag_7,target
2014-11-17,25.332706,26.0,25.117668,25.270634,1.869868e+08,0.0,0.0,AAPL,-0.0016637569,0.047413457,0.046474393,0.0,24.915482,24.97625,0.014254275,24.496954,24.74968,0.03158269,0.0,24.608505,0.0,0.0,24.521654,0.0,0.0,24.479164,0.0,0.0066327797,0.007299532,0.0,0.0,0.22343285,0.087998934,0.13543393,0.0,0.0,0.0,0.0,0.0,1.7977432e+08,1.0401196,1.5983347e+08,1.169885,0.0,0.0,0.0,17.0,11.0,4.0,-0.018698135,-0.018698135,0.014341483,-0.028839095,-0.008557176,2.0,0.0,0.018698135,0.98130184,0.3127252,0.3578412,0.045115992,-0.02437208,0.1923562,0.21672827,-0.1300276,0.17012495,0.30015257,-0.022598049,0.211039,0.23363705,1
2014-11-18,25.259544,25.647505,25.248459,25.598732,1.76896e+08,0.0,0.0,AAPL,0.012983383,0.05259786,0.06787003,0.0,25.171312,25.185356,0.016980397,24.65965,24.91932,0.038081706,0.0,24.743402,0.0,0.0,24.63244,0.0,0.0,24.577677,0.0,0.0067565865,0.0063915444,0.0,0.0,0.28532127,0.1274634,0.15785788,0.0,0.0,0.0,0.0,0.0,1.9319968e+08,0.9156123,1.6089331e+08,1.0994614,0.0,0.0,1.0,18.0,11.0,4.0,0.50038975,0.60045743,0.3015408,0.07137933,0.847586,8.0,0.50038975,0.0,0.49961022,-0.018698135,0.0,0.018698135,0.37905732,0.37905732,0.0,0.27319407,0.36834684,0.095152766,0.11057851,0.2759024,0.16532388,0
2014-11-19,25.592093,25.658598,25.228518,25.421389,1.674768e+08,0.0,0.0,AAPL,-0.0069278185,0.030741682,0.0579389,0.0,25.32295,25.26444,0.003887299,24.798872,25.017859,0.025102587,0.0,24.832127,0.0,0.0,24.708736,0.0,0.0,24.646544,0.0,0.009708634,0.0076333457,0.0,0.0,0.31641078,0.16525288,0.1511579,0.0,0.0,0.0,0.0,0.0,1.8914112e+08,0.8854595,1.6266664e+08,1.0295707,0.0,0.0,2.0,19.0,11.0,4.0,0.10844684,0.10844684,0.057879355,0.06751995,0.14937373,2.0,0.10844684,0.0,0.89155316,0.50038975,0.50038975,0.0,0.3127252,0.3578412,0.045115992,-0.02437208,0.1923562,0.21672827,-0.1300276,0.17012495,0.30015257,1
2014-11-20,25.47459,25.906889,25.461288,25.784958,1.73582e+08,0.0,0.0,AAPL,0.014301707,0.030934336,0.070009075,0.0,25.477692,25.438541,0.0120601915,24.967579,25.166273,0.032737575,0.0,24.952528,0.0,0.0,24.807154,0.0,0.0,24.73325,0.0,0.009747974,0.008012718,0.0,0.0,0.36616552,0.2054354,0.16073011,0.0,0.0,0.0,0.0,0.0,1.762392e+08,0.98492277,1.6603744e+08,1.0454389,0.0,0.0,3.0,20.0,11.0,4.0,0.036278304,0.036278304,0.03409501,0.012169491,0.06038712,2.0,0.036278304,0.0,0.9637217,0.10844684,0.10844684,0.0,-0.018698135,0.0,0.018698135,0.37905732,0.37905732,0.0,0.27319407,0.36834684,0.095152766,1
2014-11-21,26.050991,26.064291,25.722885,25.82043,2.287172e+08,0.0,0.0,AAPL,0.0013757196,0.020056408,0.06843418,0.0,25.57923,25.56613,0.00942961,25.132961,25.291376,0.027353272,0.0,25.058887,0.0,0.0,24.895216,0.0,0.0,24.810911,0.0,0.009289881,0.00810695,0.0,82.863464,0.40380406,0.24510913,0.15869492,0.0,0.0,0.0,0.0,0.0,1.8673176e+08,1.2248436,1.7543256e+08,1.3037329,0.0,0.0,4.0,21.0,11.0,4.0,-0.39407817,-0.39407817,0.0,-0.39407817,-0.39407817,1.0,0.0,0.39407817,0.6059218,0.036278304,0.036278304,0.0,0.50038975,0.50038975,0.0,0.3127252,0.3578412,0.045115992,-0.02437208,0.1923562,0.21672827,1
2014-11-24,25.90467,26.330318,25.853683,26.299282,1.898032e+08,0.0,0.0,AAPL,0.018545443,0.040705286,0.09004872,0.0,25.784958,25.810886,0.01994666,25.35022,25.482332,0.037438024,0.0,25.206854,0.0,0.0,25.011686,0.0,0.0,24.911074,0.0,0.010517335,0.008316398,0.0,85.75172,0.46689016,0.28946534,0.17742482,0.0,0.0,0.0,0.0,0.0,1.8729504e+08,1.0133915,1.8353469e+08,1.0341544,0.0,0.0,0.0,24.0,11.0,4.0,-0.11584338,-0.11584338,1.1795626,-0.94992006,0.7182333,2.0,0.35911664,0.47496003,0.16592331,-0.32225344,0.05296944,0.3752229,-0.39407817,0.0,0.39407817,0.10844684,0.10844684,0.0,-0.018698135,0.0,0.018698135,0
2014-11-25,26.39683,26.547579,26.037687,26.070942,2.753616e+08,0.0,0.0,AAPL,-0.008682372,0.018446615,0.07201473,0.0,25.8794,25.89766,0.007401318,25.525356,25.593004,0.021374246,0.0,25.30751,0.0,0.0,25.095871,0.0,0.0,24.984894,0.0,0.012292852,0.00997766,0.0,78.92094,0.49278072,0.3301284,0.16265231,0.0,0.0,0.0,0.0,0.0,2.0698816e+08,1.3303254,2.0009392e+08,1.3761618,0.0,0.0,1.0,25.0,11.0,4.0,0.1523153,0.00747606,0.5671224,-0.36652517,0.96083426,4.0,0.2439466,0.09163129,0.6644221,-0.11584338,0.35911664,0.47496003,0.04317292,0.25855598,0.21538305,0.036278304,0.036278304,0.0,0.50038975,0.50038975,0.0,1
2014-11-26,26.14632,26.403482,26.121935,26.381313,1.630732e+08,0.0,0.0,AAPL,0.011904879,0.037760515,0.06966302,0.0,26.071384,26.058987,0.011887674,25.697168,25.74031,0.026623376,0.0,25.429995,0.0,0.0,25.194078,0.0,0.0,25.069242,0.0,0.01103453,0.009825232,0.0,81.122154,0.5322086,0.37054446,0.16166414,0.0,0.0,0.0,0.0,0.0,2.0610744e+08,0.7912048,1.9762429e+08,0.82516783,0.0,0.0,2.0,26.0,11.0,4.0,-0.377451,-0.6319953,0.5552667,-0.85911214,0.45645672,6.0,0.106208704,0.4836597,0.4101316,0.1523153,0.2439466,0.09163129,-0.32225344,0.05296944,0.3752229,-0.39407817,0.0,0.39407817,0.10844684,0.10844684,0.0,0
2014-11-28,26.441166,26.469986,26.170704,26.365791,9.92576e+07,0.0,0.0,AAPL,-0.0005883711,0.022526057,0.05415722,0.0,26.187551,26.1613,0.006806266,25.832623,25.856602,0.020639382,0.0,25.534763,0.0,0.0,25.280388,0.0,0.0,25.143797,0.0,0.010741667,0.0097087445,0.0,80.66846,0.5557961,0.40759477,0.14820133,0.0,0.0,0.0,0.0,0.0,1.9124256e+08,0.5190142,1.8374088e+08,0.5402042,0.0,0.0,4.0,28.0,11.0,4.0,-0.29641092,-0.3818846,0.55970025,-0.95895046,0.50953084,5.0,0.101906165,0.39831707,0.49977675,-0.2864254,0.09136643,0.37779185,0.1523153,0.2439466,0.09163129,-0.32225344,0.05296944,0.3752229,-0.39407817,0.0,0.39407817,0
2014-12-01,26.339191,26.436737,24.667635,25.510065,3.35256e+08,0.0,0.0,AAPL,-0.03245593,-0.012020159,0.007795168,0.0,26.125479,25.944157,-0.023556072,25.852354,25.792437,-0.0132401325,25.11854,25.532043,0.015587103,0.0,25.296743,0.0,0.0,25.1639,0.0,0.019933298,0.015028889,0.0,60.559772,0.49967942,0.4260117,0.07366772,26.844904,25.11854,23.392176,0.13745737,0.6133959,2.1255032e+08,1.5773017,1.9964104e+08,1.679294,1.8084445e+08,1.8538364,0.0,1.0,12.0,4.0,0.60670817,0.9067331,0.46967024,0.021316374,0.9853878,5.0,0.60670817,0.0,0.3932918,-0.43386447,0.10669662,0.5405611,-0.29641092,0.101906165,0.39831707,-0.377451,0.106208704,0.4836597,-0.11584338,0.35911664,0.47496003,0
2014-12-02,25.162003,25.660809,24.995733,25.412514,2.373956e+08,0.0,0.0,AAPL,-0.0038240335,-0.033718348,0.005614423,0.052349746,25.948126,25.766907,-0.02064162,25.86654,25.722322,-0.017552711,25.181747,25.519073,0.009164015,0.0,25.304731,0.0,0.0,25.176962,0.0,0.016271586,0.015084926,0.0117072305,58.761497,0.44223714,0.4292568,0.012980346,26.850143,25.181747,23.513351,0.13250834,0.569158,2.220688e+08,1.0690182,2.0468192e+08,1.1598269,1.822577e+08,1.3025272,1.0,2.0,12.0,4.0,-0.46817702,-0.45457998,0.32822293,-0.8588478,0.03242455,5.0,0.0064849104,0.47466192,0.5188532,0.60670817,0.60670817,0.0,-0.24476843,0.0,0.24476843,-0.2864254,0.09136643,0.37779185,0.1523153,0.2439466,0.09163129,1
